Level,MoneyProfit,CommonUpgradeCost,RareUpgradeCost,LegendaryUpgradeCost
1817,8.53304521236210E+23,2.03906048336811E+36,2.85468467671536E+36,3.87421491839941E+36
1818,8.80745154813353E+23,2.12780796819698E+36,2.97893115547577E+36,4.04283513957426E+36
1819,9.08185788390495E+23,2.21813824935156E+36,3.10539354909219E+36,4.21446267376797E+36
1820,9.35626421967638E+23,2.31006443989122E+36,3.23409021584771E+36,4.38912243579332E+36
1821,9.74548481121492E+23,2.43225478497540E+36,3.40515669896556E+36,4.62128409145326E+36
1822,1.01347054027535E+24,2.55668579319892E+36,3.57936011047849E+36,4.85770300707795E+36
1823,1.05239259942920E+24,2.68337611282747E+36,3.75672655795846E+36,5.09841461437219E+36
1824,1.09131465858305E+24,2.81234448433593E+36,3.93728227807030E+36,5.34345452023827E+36
1825,1.13023671773691E+24,2.94360974068038E+36,4.12105363695253E+36,5.59285850729272E+36
1826,1.16915877689076E+24,3.07719080757035E+36,4.30806713059850E+36,5.84666253438367E+36
1827,1.20808083604462E+24,3.21310670374183E+36,4.49834938523856E+36,6.10490273710948E+36
1828,1.24700289519847E+24,3.35137654123017E+36,4.69192715772224E+36,6.36761542833733E+36
1829,1.28592495435232E+24,3.49201952564388E+36,4.88882733590144E+36,6.63483709872338E+36
1830,1.32484701350618E+24,3.63505495643847E+36,5.08907693901385E+36,6.90660441723308E+36
1831,1.38009313396939E+24,3.82575413337776E+36,5.35605578672886E+36,7.26893285341774E+36
1832,1.43533925443259E+24,4.01981525216110E+36,5.62774135302554E+36,7.63764897910609E+36
1833,1.49058537489580E+24,4.21726577702956E+36,5.90417208784139E+36,8.01280497635617E+36
1834,1.54583149535901E+24,4.41813330621136E+36,6.18538662869590E+36,8.39445328180159E+36
1835,1.60107761582222E+24,4.62244557231267E+36,6.47142380123774E+36,8.78264658739407E+36
1836,1.65632373628543E+24,4.83023044270882E+36,6.76232261979235E+36,9.17743784114676E+36
1837,1.71156985674863E+24,5.04151591993607E+36,7.05812228791049E+36,9.57888024787853E+36
1838,1.76681597721184E+24,5.25633014208408E+36,7.35886219891770E+36,9.98702726995974E+36
1839,1.82206209767505E+24,5.47470138318862E+36,7.66458193646407E+36,1.04019326280584E+37
1840,1.87730821813826E+24,5.69665805362519E+36,7.97532127507527E+36,1.08236503018879E+37
1841,1.95577970165644E+24,5.99340181523323E+36,8.39076254132653E+36,1.13874634489431E+37
1842,2.03425118517462E+24,6.29518830140314E+36,8.81326362196439E+36,1.19608577726660E+37
1843,2.11272266869280E+24,6.60205796860058E+36,9.24288115604081E+36,1.25439101403411E+37
1844,2.19119415221098E+24,6.91405146806943E+36,9.67967205529721E+36,1.31366977893319E+37
1845,2.26966563572916E+24,7.23120964639322E+36,1.01236935049505E+37,1.37392983281471E+37
1846,2.34813711924734E+24,7.55357354605743E+36,1.05750029644804E+37,1.43517897375091E+37
1847,2.42660860276552E+24,7.88118440601255E+36,1.10336581684176E+37,1.49742503714239E+37
1848,2.50508008628370E+24,8.21408366223794E+36,1.14997171271331E+37,1.56067589582521E+37
1849,2.58355156980188E+24,8.55231294830644E+36,1.19732381276290E+37,1.62493946017822E+37
1850,2.66202305332005E+24,8.89591409594978E+36,1.24542797343297E+37,1.69022367823046E+37
1851,2.77356181925417E+24,9.35648005409374E+36,1.30990720757312E+37,1.77773121027781E+37
1852,2.88510058518828E+24,9.82460775141343E+36,1.37544508519788E+37,1.86667547276855E+37
1853,2.99663935112239E+24,1.03003567960395E+37,1.44204995144553E+37,1.95706779124751E+37
1854,3.10817811705650E+24,1.07837870793769E+37,1.50973019111276E+37,2.04891954508161E+37
1855,3.21971688299061E+24,1.12749587769123E+37,1.57849422876772E+37,2.14224216761333E+37
1856,3.33125564892472E+24,1.17739323490226E+37,1.64835052886316E+37,2.23704714631429E+37
1857,3.44279441485883E+24,1.22807685417847E+37,1.71930759584986E+37,2.33334602293909E+37
1858,3.55433318079294E+24,1.27955283877861E+37,1.79137397429005E+37,2.43115039367935E+37
1859,3.66587194672705E+24,1.33182732069368E+37,1.86455824897115E+37,2.53047190931800E+37
1860,3.77741071266116E+24,1.38490646072826E+37,1.93886904501957E+37,2.63132227538370E+37
1861,3.93606196259293E+24,1.45622667621348E+37,2.03871734669888E+37,2.76683068480562E+37
1862,4.09471321252471E+24,1.52868053912285E+37,2.14015275477198E+37,2.90449302433341E+37
1863,4.25336446245648E+24,1.60227683413807E+37,2.24318756779330E+37,3.04432598486233E+37
1864,4.41201571238825E+24,1.67702438715694E+37,2.34783414201971E+37,3.18634633559818E+37
1865,4.57066696232002E+24,1.75293206540946E+37,2.45410489157324E+37,3.33057092427797E+37
1866,4.72931821225179E+24,1.83000877757419E+37,2.56201228860386E+37,3.47701667739095E+37
1867,4.88796946218356E+24,1.90826347389471E+37,2.67156886345260E+37,3.62570060039996E+37
1868,5.04662071211533E+24,1.98770514629633E+37,2.78278720481487E+37,3.77663977796304E+37
1869,5.20527196204710E+24,2.06834282850283E+37,2.89567995990396E+37,3.92985137415537E+37
1870,5.36392321197887E+24,2.15018559615344E+37,3.01025983461481E+37,4.08535263269153E+37
1871,5.58974437920318E+24,2.26040502883859E+37,3.16456704037402E+37,4.29476955479332E+37
1872,5.81556554642749E+24,2.37232368814936E+37,3.32125316340911E+37,4.50741500748379E+37
1873,6.04138671365180E+24,2.48595452364519E+37,3.48033633310326E+37,4.72331359492586E+37
1874,6.26720788087612E+24,2.60131054488118E+37,3.64183476283365E+37,4.94249003527424E+37
1875,6.49302904810043E+24,2.71840482157540E+37,3.80576675020556E+37,5.16496916099326E+37
1876,6.71885021532474E+24,2.83725048377631E+37,3.97215067728684E+37,5.39077591917500E+37
1877,6.94467138254905E+24,2.95786072203050E+37,4.14100501084270E+37,5.61993537185795E+37
1878,7.17049254977336E+24,3.08024878755055E+37,4.31234830257078E+37,5.85247269634605E+37
1879,7.39631371699768E+24,3.20442799238325E+37,4.48619918933654E+37,6.08841318552817E+37
1880,7.62213488422199E+24,3.33041170957788E+37,4.66257639340903E+37,6.32778224819797E+37
1881,7.94378897633616E+24,3.50044229261611E+37,4.90061920966255E+37,6.65084035597060E+37
1882,8.26544306845033E+24,3.67301945664396E+37,5.14222723930154E+37,6.97873696762352E+37
1883,8.58709716056450E+24,3.84816229569104E+37,5.38742721396746E+37,7.31150836181298E+37
1884,8.90875125267867E+24,4.02588999115862E+37,5.63624598762206E+37,7.64919098320137E+37
1885,9.23040534479284E+24,4.20622181206049E+37,5.88871053688469E+37,7.99182144291493E+37
1886,9.55205943690701E+24,4.38917711526425E+37,6.14484796136995E+37,8.33943651900207E+37
1887,9.87371352902118E+24,4.57477534573279E+37,6.40468548402591E+37,8.69207315689230E+37
1888,1.01953676211353E+25,4.76303603676620E+37,6.66825045147267E+37,9.04976846985577E+37
1889,1.05170217132495E+25,4.95397881024401E+37,6.93557033434161E+37,9.41255973946362E+37
1890,1.08386758053637E+25,5.14762337686757E+37,7.20667272761460E+37,9.78048441604838E+37
1891,1.12971517919306E+25,5.40950505243369E+37,7.57330707340717E+37,1.02780595996240E+38
1892,1.17556277784975E+25,5.67520275440072E+37,7.94528385616101E+37,1.07828852333614E+38
1893,1.22141037650643E+25,5.94474464446362E+37,8.32264250224907E+37,1.12950148244809E+38
1894,1.26725797516312E+25,6.21815901161495E+37,8.70542261626093E+37,1.18145021220684E+38
1895,1.31310557381981E+25,6.49547427249179E+37,9.09366398148851E+37,1.23414011177344E+38
1896,1.35895317247650E+25,6.77671897172360E+37,9.48740656041304E+37,1.28757660462748E+38
1897,1.40480077113319E+25,7.06192178228027E+37,9.88669049519238E+37,1.34176513863325E+38
1898,1.45064836978988E+25,7.35111150582073E+37,1.02915561081490E+38,1.39671118610594E+38
1899,1.49649596844657E+25,7.64431707304198E+37,1.07020439022588E+38,1.45242024387798E+38
1900,1.54234356710326E+25,7.90687224128643E+37,1.10696211378010E+38,1.50230572584442E+38
1901,1.60773893434843E+25,8.25982397116676E+37,1.15637535596335E+38,1.56936655452168E+38
1902,1.67313430159361E+25,8.61423592385888E+37,1.20599302934024E+38,1.63670482553319E+38
1903,1.73852966883879E+25,8.97011047811186E+37,1.25581546693566E+38,1.70432099084125E+38
1904,1.80392503608397E+25,9.32745001267479E+37,1.30584300177447E+38,1.77221550240821E+38
1905,1.86932040332915E+25,9.68625690629676E+37,1.35607596688155E+38,1.84038881219638E+38
1906,1.93471577057433E+25,1.00465335377269E+38,1.40651469528176E+38,1.90884137216811E+38
1907,2.00011113781950E+25,1.04082822857142E+38,1.45715951999999E+38,1.97757363428570E+38
1908,2.06550650506468E+25,1.07715055290079E+38,1.50801077406111E+38,2.04658605051150E+38
1909,2.13090187230986E+25,1.11362056463571E+38,1.55906879048999E+38,2.11587907280784E+38
1910,2.19629723955504E+25,1.15023850165108E+38,1.61033390231151E+38,2.18545315313705E+38
1911,2.28963987223613E+25,1.20167217096053E+38,1.68234103934474E+38,2.28317712482500E+38
1912,2.38298250491722E+25,1.25331652368397E+38,1.75464313315756E+38,2.38130139499955E+38
1913,2.47632513759831E+25,1.30517189935419E+38,1.82724065909586E+38,2.47982660877296E+38
1914,2.56966777027940E+25,1.35723863750395E+38,1.90013409250553E+38,2.57875341125750E+38
1915,2.66301040296049E+25,1.40951707766602E+38,1.97332390873243E+38,2.67808244756544E+38
1916,2.75635303564158E+25,1.46200755937318E+38,2.04681058312245E+38,2.77781436280904E+38
1917,2.84969566832267E+25,1.51471042215820E+38,2.12059459102147E+38,2.87794980210057E+38
1918,2.94303830100376E+25,1.56762600555385E+38,2.19467640777538E+38,2.97848941055231E+38
1919,3.03638093368485E+25,1.62075464909290E+38,2.26905650873006E+38,3.07943383327651E+38
1920,3.12972356636594E+25,1.67409669230813E+38,2.34373536923138E+38,3.18078371538545E+38
1921,3.26304979029313E+25,1.74908478362669E+38,2.44871869707736E+38,3.32326108889071E+38
1922,3.39637601422032E+25,1.82437702944129E+38,2.55412784121781E+38,3.46631635593845E+38
1923,3.52970223814751E+25,1.89997391472457E+38,2.65996348061440E+38,3.60995043797668E+38
1924,3.66302846207470E+25,1.97587592444916E+38,2.76622629422883E+38,3.75416425645341E+38
1925,3.79635468600189E+25,2.05208354358770E+38,2.87291696102278E+38,3.89895873281663E+38
1926,3.92968090992908E+25,2.12859725711282E+38,2.98003615995795E+38,4.04433478851436E+38
1927,4.06300713385627E+25,2.20541754999715E+38,3.08758456999601E+38,4.19029334499459E+38
1928,4.19633335778346E+25,2.28254490721333E+38,3.19556287009867E+38,4.33683532370533E+38
1929,4.32965958171065E+25,2.35997981373400E+38,3.30397173922760E+38,4.48396164609459E+38
1930,4.46298580563784E+25,2.43772275453178E+38,3.41281185634449E+38,4.63167323361038E+38
1931,4.65355529953858E+25,2.54710610450134E+38,3.56594854630188E+38,4.83950159855255E+38
1932,4.84412479343931E+25,2.65692880550762E+38,3.71970032771067E+38,5.04816473046448E+38
1933,5.03469428734005E+25,2.76719155074501E+38,3.87406817104301E+38,5.25766394641551E+38
1934,5.22526378124079E+25,2.87789503340787E+38,4.02905304677102E+38,5.46800056347496E+38
1935,5.41583327514152E+25,2.98903994669060E+38,4.18465592536684E+38,5.67917589871214E+38
1936,5.60640276904226E+25,3.10062698378758E+38,4.34087777730261E+38,5.89119126919640E+38
1937,5.79697226294300E+25,3.21265683789319E+38,4.49771957305047E+38,6.10404799199706E+38
1938,5.98754175684374E+25,3.32513020220181E+38,4.65518228308254E+38,6.31774738418344E+38
1939,6.17811125074447E+25,3.43804776990782E+38,4.81326687787095E+38,6.53229076282486E+38
1940,6.36868074464521E+25,3.55141023420561E+38,4.97197432788785E+38,6.74767944499066E+38
1941,6.64126028051603E+25,3.71104436516123E+38,5.19546211122572E+38,7.05098429380634E+38
1942,6.91383981638684E+25,3.87131351027133E+38,5.41983891437987E+38,7.35549566951553E+38
1943,7.18641935225766E+25,4.03221866104092E+38,5.64510612545729E+38,7.66121545597775E+38
1944,7.45899888812848E+25,4.19376080897496E+38,5.87126513256495E+38,7.96814553705243E+38
1945,7.73157842399930E+25,4.35594094557845E+38,6.09831732380983E+38,8.27628779659905E+38
1946,8.00415795987011E+25,4.51876006235636E+38,6.32626408729890E+38,8.58564411847708E+38
1947,8.27673749574093E+25,4.68221915081368E+38,6.55510681113915E+38,8.89621638654599E+38
1948,8.54931703161175E+25,4.84631920245540E+38,6.78484688343756E+38,9.20800648466525E+38
1949,8.82189656748256E+25,5.01106120878649E+38,7.01548569230108E+38,9.52101629669432E+38
1950,9.09447610335338E+25,5.17644616131194E+38,7.24702462583672E+38,9.83524770649269E+38
1951,9.48462912818724E+25,5.40953277551106E+38,7.57334588571549E+38,1.02781122734710E+39
1952,9.87478215302110E+25,5.64353774403230E+38,7.90095284164522E+38,1.07227217136614E+39
1953,1.02649351778550E+26,5.87846248605290E+38,8.22984748047406E+38,1.11690787235005E+39
1954,1.06550882026888E+26,6.11430842075001E+38,8.56003178905002E+38,1.16171859994250E+39
1955,1.10452412275227E+26,6.35107696730096E+38,8.89150775422135E+38,1.20670462378718E+39
1956,1.14353942523566E+26,6.58876954488292E+38,9.22427736283609E+38,1.25186621352776E+39
1957,1.18255472771904E+26,6.82738757267306E+38,9.55834260174229E+38,1.29720363880788E+39
1958,1.22157003020243E+26,7.06693246984871E+38,9.89370545778819E+38,1.34271716927125E+39
1959,1.26058533268581E+26,7.30740565558697E+38,1.02303679178218E+39,1.38840707456152E+39
1960,1.29960063516920E+26,7.54880854906519E+38,1.05683319686913E+39,1.43427362432239E+39
1961,1.35548346248148E+26,7.88931657668642E+38,1.10450432073610E+39,1.49897014957042E+39
1962,1.41136628979375E+26,8.23115350648682E+38,1.15236149090815E+39,1.56391916623250E+39
1963,1.46724911710603E+26,8.57432137119804E+38,1.20040499196773E+39,1.62912106052763E+39
1964,1.52313194441830E+26,8.91882220355149E+38,1.24863510849721E+39,1.69457621867478E+39
1965,1.57901477173058E+26,9.26465803627884E+38,1.29705212507904E+39,1.76028502689298E+39
1966,1.63489759904286E+26,9.61183090211154E+38,1.34565632629562E+39,1.82624787140119E+39
1967,1.69078042635513E+26,9.96034283378108E+38,1.39444799672935E+39,1.89246513841841E+39
1968,1.74666325366741E+26,1.03101958640191E+39,1.44342742096267E+39,1.95893721416363E+39
1969,1.80254608097968E+26,1.06613920255570E+39,1.49259488357799E+39,2.02566448485584E+39
1970,1.85842890829196E+26,1.10139333511265E+39,1.54195066915771E+39,2.09264733671404E+39
1971,1.93852719423934E+26,1.15116213473002E+39,1.61162698862203E+39,2.18720805598704E+39
1972,2.01862548018673E+26,1.20112334643335E+39,1.68157268500669E+39,2.28213435822336E+39
1973,2.09872376613411E+26,1.25127726157923E+39,1.75178816621092E+39,2.37742679700054E+39
1974,2.17882205208150E+26,1.30162417152429E+39,1.82227384013400E+39,2.47308592589615E+39
1975,2.25892033802888E+26,1.35216436762512E+39,1.89303011467517E+39,2.56911229848773E+39
1976,2.33901862397627E+26,1.40289814123835E+39,1.96405739773369E+39,2.66550646835287E+39
1977,2.41911690992365E+26,1.45382578372058E+39,2.03535609720881E+39,2.76226898906910E+39
1978,2.49921519587103E+26,1.50494758642842E+39,2.10692662099979E+39,2.85940041421400E+39
1979,2.57931348181842E+26,1.55626384071849E+39,2.17876937700589E+39,2.95690129736513E+39
1980,2.65941176776580E+26,1.60777483794739E+39,2.25088477312635E+39,3.05477219210004E+39
1981,2.77429835613328E+26,1.68055417134530E+39,2.35277583988342E+39,3.19305292555606E+39
1982,2.88918494450077E+26,1.75361226379166E+39,2.45505716930833E+39,3.33186330120416E+39
1983,3.00407153286825E+26,1.82694953318514E+39,2.55772934645919E+39,3.47120411305176E+39
1984,3.11895812123573E+26,1.90056639742441E+39,2.66079295639417E+39,3.61107615510637E+39
1985,3.23384470960322E+26,1.97446327440813E+39,2.76424858417139E+39,3.75148022137545E+39
1986,3.34873129797070E+26,2.04864058203498E+39,2.86809681484897E+39,3.89241710586646E+39
1987,3.46361788633818E+26,2.12309873820362E+39,2.97233823348506E+39,4.03388760258687E+39
1988,3.57850447470567E+26,2.19783816081272E+39,3.07697342513781E+39,4.17589250554417E+39
1989,3.69339106307315E+26,2.27285926776094E+39,3.18200297486532E+39,4.31843260874579E+39
1990,3.80827765144063E+26,2.34816247694696E+39,3.28742746772575E+39,4.46150870619923E+39
1991,3.97317607374801E+26,2.45464573831108E+39,3.43650403363551E+39,4.66382690279105E+39
1992,4.13807449605539E+26,2.56153309475283E+39,3.58614633265396E+39,4.86691288003037E+39
1993,4.30297291836277E+26,2.66882514608835E+39,3.73635520452368E+39,5.07076777756786E+39
1994,4.46787134067015E+26,2.77652249213379E+39,3.88713148898731E+39,5.27539273505420E+39
1995,4.63276976297753E+26,2.88462573270531E+39,4.03847602578743E+39,5.48078889214008E+39
1996,4.79766818528491E+26,2.99313546761904E+39,4.19038965466666E+39,5.68695738847618E+39
1997,4.96256660759229E+26,3.10205229669115E+39,4.34287321536761E+39,5.89389936371319E+39
1998,5.12746502989967E+26,3.21137681973778E+39,4.49592754763289E+39,6.10161595750178E+39
1999,5.29236345220705E+26,3.32110963657508E+39,4.64955349120511E+39,6.31010830949265E+39
2000,5.45726187451443E+26,3.43125E+39,4.80375E+39,6.51938E+39
